id,name,storage_location,temperature,duration,notes,good_pairs,bad_pairs,cooking_methods,verified,pairing_verified
372,탄산수,실온/냉장,실온 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 1~3일,개봉 후 탄산 빠짐,에이드 / 하이볼 / 모히또,-,음용 / 칵테일,✓,✓
373,토마토,실온 / 냉장(자른 것),실온 10~15℃ / 자른 것 냉장 5~10℃,실온 1주 / 냉장 1주,농진청: 실온 보관이 맛 유지. 자르면 냉장. 에틸렌 방출,모짜렐라 / 바질 / 아보카도 / 올리브유 / 달걀,-,생식 / 소스 / 구이,✓,✓
374,토마토소스,실온/냉장,실온 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 5~7일,개봉 후 다른 용기 옮겨 냉장,파스타 / 피자 / 미트볼,-,소스 / 베이스,✓,✓
375,통깨,실온/냉장,밀폐 건냉소 / 냉장,실온 3~6개월 / 냉장 1년,볶은 통참깨. 밀폐 필수,나물 / 비빔밥 / 국수,-,토핑 / 고명,✓,✓
376,통조림옥수수,실온/냉장,실온 / 개봉 후 냉장,개봉 전 2~3년 / 개봉 후 냉장 3~4일,개봉 후 다른 용기 옮겨 냉장,마요네즈 / 치즈 / 샐러드,-,샐러드 / 콘치즈,✓,✓
377,통조림참치,실온/냉장,실온 / 개봉 후 냉장,개봉 전 3~5년 / 개봉 후 냉장 1~2일,개봉 후 다른 용기 옮겨 냉장,김치 / 마요네즈 / 계란,-,볶음 / 김밥 / 샐러드,✓,✓
378,통조림햄,실온/냉장,실온 서늘한 곳 / 개봉 후 냉장 0~4℃,개봉 전 2~3년 / 개봉 후 3~5일,통조림 실온 장기보관. 개봉 후 반드시 다른 용기 옮겨 냉장,김치 / 계란 / 밥,-,볶음 / 구이 / 찌개,✓,✓
379,통후추,실온,밀폐 건냉소,2~3년,갈지 않은 상태가 향 오래 유지. 밀폐 필수,스테이크 / 수프 / 절임,-,갈아쓰기 / 향 내기,✓,✓
380,튀김가루,실온,밀폐 건냉소,개봉 전 1~2년 / 개봉 후 6개월,밀폐 필수,채소 / 해산물 / 고기 튀김옷,-,튀김옷 / 부침,✓,✓
381,파김치,냉장,0~4℃ (김치냉장고 권장),김치냉장고 1~2개월,김치냉장고 권장,삼겹살 / 수육 / 라면,-,반찬 / 쌈,✓,✓
382,파마산치즈,냉장,0~4℃,덩어리 개봉 후 2~4개월 / 갈아놓은 것 1~2주,단단한 치즈. 덩어리 상태가 저장성 좋음. 진공포장 권장,파스타 / 샐러드 / 리조또,-,토핑 / 갈아쓰기,✓,✓
383,파스타면,실온,밀폐 건냉소,건면 1~2년,밀폐 필수,올리브유 / 마늘 / 토마토 / 바질,-,삶기 / 파스타,✓,✓
384,파슬리,냉장,0~4℃,1~2주,물 컵에 담가 또는 젖은 키친타월 감싸 냉장,고기 가니시 / 수프 / 파스타,-,가니시 / 다지기,✓,✓
385,파인애플,실온(숙성) → 냉장,실온 / 냉장 7~13℃,실온 2~3일 / 냉장 1주 / 자른 것 3~5일,저온장해 주의. 자른 후에는 밀폐 냉장,돼지고기 / 햄 / 스테이크,-,생식 / 주스 / 탕수육,✓,✓
386,파채,냉장,0~4℃,3~5일,물에 담가 냉장 가능. 빠른 섭취,냉면 / 고기 / 골뱅이무침,-,고명 / 무침,✓,✓
387,파프리카,냉장,7~10℃,1~2주,밀폐 냉장,고기 꼬치 / 샐러드 / 볶음밥,-,생식 / 볶음 / 구이,✓,✓
388,파프리카가루,실온,밀폐 건냉소,1~2년,밀폐 필수. 색 바램 방지 위해 차광,헝가리 굴라쉬 / 감자 / 고기 시즈닝,-,향신료 / 양념,✓,✓
389,팥,실온,밀폐 건냉소,밀폐 실온 1~2년,밀폐 보관. 벌레 주의,찹쌀 / 찐빵 / 빙수,-,죽 / 떡 / 빙수,✓,✓
390,팽이버섯,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3~5일 / 냉동 6개월,수분 많아 변질 빠름. 밑동 잘라 지퍼백 공기 빼고 냉동 권장,차돌박이 / 소고기 / 두부,-,구이 / 국 / 볶음,✓,✓
391,페페론치노,실온,밀폐 건냉소,1~2년,건조 매운 고추. 밀폐 보관,올리브유 / 마늘 / 파스타,-,파스타 / 향 내기,✓,✓
392,포도,냉장(김치냉장고 권장),0℃ / 상대습도 90~95%,1~2주,농진청 기준. 씻지 않고 냉장. 먹기 직전 세척. 송이 상태 유지,치즈 / 와인 / 요거트,-,생식 / 주스 / 잼,✓,✓
393,포도주스,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 7~10일,개봉 후 밀봉 냉장,칵테일 / 음료 / 소르베,-,음용,✓,✓
394,표고버섯,냉장/냉동/실온(건조),냉장 0~4℃ / 냉동 -18℃,생 냉장 1주 / 냉동 3~6개월 / 건조 1년,생표고는 키친타월·신문지로 감싸 냉장. 냉동 시 감칠맛 진해짐. 건조 시 장기보관,돼지고기 / 소고기 / 다시마,-,볶음 / 국물 / 구이,✓,✓
395,풋고추,냉장,0~5℃,1~2주,밀폐 냉장,된장 / 멸치 / 삼겹살,-,생식 / 볶음 / 장아찌,✓,✓
396,피망,냉장,7~10℃,1~2주,냉장 보관,볶음요리 / 꼬치구이 / 피자 토핑,-,볶음 / 생식 / 구이,✓,✓
397,피스타치오,실온/냉장/냉동,실온 밀폐 / 냉장 / 냉동,실온 1~3개월 / 냉장 6개월 / 냉동 1~2년,산패 빠름. 밀폐 필수,요거트 / 샐러드 / 아이스크림,-,토핑 / 베이킹,✓,✓
398,피자,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3~4일 / 냉동 1~2개월,완성된 피자 기준,콜라 / 맥주 / 피클,-,굽기,✓,✓
399,피클,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 1~2년 / 개봉 후 냉장 1~3개월,식초 절임. 개봉 후 냉장,햄버거 / 피자 / 샌드위치 / 핫도그,-,반찬 / 토핑,✓,✓
400,한라봉,실온/냉장,실온 10~15℃ / 냉장 5~10℃,실온 1~2주 / 냉장 2~3주,건조 주의. 신문지로 감싸면 수분 유지,꿀 / 요거트 / 에이드,-,생식 / 주스 / 청,✓,✓
401,할라피뇨,냉장,0~4℃,1~2주,피클 형태는 유통기한 내 장기보관 가능,나초 / 또띠아 / 햄버거,-,토핑 / 피클,✓,✓
402,함박스테이크,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일(생) / 냉동 3개월,다진 고기 제품,데미글라스소스 / 당근 / 감자,-,굽기 / 소스,✓,✓
403,핫소스,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 1~2년,산도 높음. 개봉 후 냉장 권장,치킨 / 타코 / 계란,-,소스 / 양념,✓,✓
404,햄,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 개봉 전 제품 유통기한 / 개봉 후 3~5일 / 냉동 1~2개월,USDA: 가공육 냉동 1~2개월. 개봉 후 빠른 섭취,치즈 / 계란 / 빵,-,샌드위치 / 볶음 / 구이,✓,✓
405,허브솔트,실온,밀폐 건냉소,1~2년,밀폐 필수,스테이크 / 감자구이 / 닭가슴살,-,양념 / 간,✓,✓
406,헤이즐넛,실온/냉장/냉동,실온 밀폐 / 냉장 / 냉동,실온 1~2개월 / 냉장 6개월 / 냉동 1~2년,밀폐 필수,초콜릿 / 커피 / 디저트,-,토핑 / 베이킹 / 가루,✓,✓
407,현미,실온/냉장,실온 밀폐 건냉소 / 냉장 0~10℃,실온 3~6개월 / 냉장 6~12개월,쌀보다 산패 빠름(배아 있음). 장기 보관 시 냉장 권장,콩 / 보리 / 서리태,-,밥 / 차 / 미숫가루,✓,✓
408,호두,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,실온 1~2개월 / 냉장 6개월 / 냉동 1~2년,오메가-3 풍부로 산패 빠름. 냉장 권장,대추 / 곶감 / 샐러드 / 꿀,-,토핑 / 베이킹 / 강정,✓,✓
409,호박,실온/냉장,10~15℃ / 냉장 5~10℃,실온 1~2개월 / 냉장 1주,통째로는 서늘한 실온. 자르면 냉장,들깨 / 새우 / 소고기,-,전 / 찜 / 수프,✓,✓
410,홀그레인머스타드,냉장,0~4℃,개봉 후 냉장 1년,산도 높아 장기보관,샐러드 드레싱 / 스테이크 / 햄,-,드레싱 / 소스,✓,✓
411,홍고추,냉장,0~5℃,1~2주,밀폐 냉장. 장기 보관 시 냉동,무침 장식 / 김치 / 장아찌 고명,-,고명 / 양념 / 장아찌,✓,✓
412,홍합,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 2~3개월,껍질 깨끗이 씻고 수염 제거 후 보관. 입이 벌어진 것은 폐기,마늘 / 화이트와인 / 토마토 / 미역,-,찜 / 탕 / 파스타,✓,✓
413,화이트초콜릿,실온,15~20℃ 건냉소,6개월~1년,우유 함량 높아 다크초콜릿보다 저장성 짧음,베리 / 크림 / 마카다미아 쿠키,-,베이킹 / 디저트,✓,✓
414,황태,실온/냉장/냉동,밀폐 건냉소 / 냉장 0~4℃,실온 2~3개월 / 냉장 6개월 / 냉동 1년,명태를 얼렸다 녹였다 반복하여 건조한 것. 건조도가 높아 저장성 좋음. 습기 주의,계란 / 무 / 콩나물,-,국 / 구이 / 찜,✓,✓
415,황태채,실온/냉장/냉동,밀폐 건냉소,실온 2~3개월 / 냉장 6개월 / 냉동 1년,건조 황태를 찢은 것. 밀폐 보관으로 습기 차단,고추장 / 마요네즈 / 참기름,-,무침 / 볶음 / 국,✓,✓
416,후추,실온,밀폐 건냉소,통후추 2~3년 / 갈은 것 6개월~1년,통후추가 향 유지 길다. 밀폐 필수,스테이크 / 카레 / 계란 / 수프,-,간 / 향신료,✓,✓
417,훈제오리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 개봉 전 유통기한 / 개봉 후 5~7일 / 냉동 1~2개월,훈제 가공품. 개봉 후 빠른 섭취 권장,부추 / 머스타드 / 샐러드,-,구이 / 볶음 / 샐러드,✓,✓
418,휘핑크림,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~5일,유통기한 엄수. 동물성/식물성 차이 있음,딸기 / 초콜릿 / 커피,-,토핑 / 디저트,✓,✓
419,흑미,실온/냉장,실온 밀폐 건냉소 / 냉장 0~10℃,실온 3~6개월 / 냉장 6~12개월,배아 있어 산패 빠름. 장기 보관 시 냉장,백미 / 찹쌀 / 잡곡,-,밥 / 죽,✓,✓
420,흑설탕,실온,밀폐 건냉소,무기한(밀폐 시),수분 있어 굳기 쉬움. 밀폐 필수,베이킹 / 매실청 / 커피,-,감미료 / 베이킹,✓,✓
422,la갈비,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일(생) / 양념 후 냉동 2~3개월,양념 후에는 산패 빠르므로 냉동 3개월 이내 권장,배 / 양파 / 파인애플,-,구이 / 양념구이,✓,✓
423,갈릭디핑소스,냉장,0~4℃,개봉 후 냉장 1~2개월,마늘 베이스. 반드시 냉장,피자 / 치킨 / 빵,-,소스 / 딥,✓,✓
424,갑오징어,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,손질 후 소분 냉동. 회용은 당일,간장 / 초고추장 / 마늘,-,회 / 볶음 / 구이,✓,✓
425,강낭콩,실온,밀폐 건냉소,건조 실온 1~2년 / 삶은 것 냉장 3~5일,밀폐 보관,쌀 / 토마토 / 베이컨,-,밥 / 스튜 / 조림,✓,✓
426,강황가루,실온,밀폐 건냉소,1~2년,밀폐 필수,카레 / 후추 / 우유,-,카레 / 향신료,✓,✓
427,건포도,실온/냉장,밀폐 건냉소 / 냉장 0~4℃,실온 6개월 / 냉장 1년 이상,건조 가공품. 밀봉 보관. 습기 주의,시리얼 / 빵 / 요거트,-,베이킹 / 토핑,✓,✓
428,계피가루,실온,밀폐 건냉소,1~2년,밀폐 필수. 향 휘발 주의,사과 / 커피 / 빵,-,베이킹 / 음료,✓,✓
429,고구마전분,실온,밀폐 건냉소,밀폐 실온 1~2년,밀폐 보관,튀김옷 / 당면,-,튀김옷 / 전분물,✓,✓
430,고다치즈,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~4주,네덜란드 하드치즈. 진공포장 권장,빵 / 과일 / 샐러드,-,샌드위치 / 슬라이스,✓,✓
431,고르곤졸라,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~4주,푸른곰팡이 치즈. 곰팡이는 정상. 밀봉 보관,꿀 / 배 / 호두,-,피자 / 파스타,✓,✓
432,곤약,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 물 갈아주며 3~5일,포장 물 속 보관. 개봉 후 빠른 섭취,어묵탕 / 오뎅 / 샤브샤브,-,삶기 / 조림,✓,✓
433,곤약면,실온/냉장,실온 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 5~7일,포장 물 속 보관,쯔유 / 오이 / 저칼로리 드레싱,-,삶기 / 비빔,✓,✓
434,과메기,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일 / 냉동 1~2개월,반건조 청어/꽁치. 기름 산패 빠름. 한 마리씩 밀봉 후 냉동. 재냉동 금지,미역 / 마늘 / 초고추장 / 쪽파,-,쌈 / 회,✓,✓
435,관자,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,가리비의 관자. 진공 포장이 이상적. 해동 후 재냉동 금지,버터 / 마늘 / 레몬,-,구이 / 버터구이,✓,✓
436,관찰레,냉장,0~4℃,개봉 전 2~3개월 / 개봉 후 2~3주,이탈리아 돼지 볼살 염장품. 카르보나라 재료. 밀봉 보관,빵 / 샐러드 / 파스타,-,샤퀴테리 / 파스타,✓,✓
437,광어,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,흰살 생선. 회용은 당일 섭취. 손질 후 소분 냉동,초장 / 레몬 / 간장,-,회 / 구이,✓,✓
438,그라나 파다노,냉장,0~4℃,덩어리 개봉 후 2~4개월,이탈리아 하드치즈. 밀봉 보관. 곰팡이는 도려내고 사용,파스타 / 리조또 / 샐러드,-,갈아쓰기 / 토핑,✓,✓
439,금귤,냉장,0~4℃,1~2주,껍질째 섭취. 밀봉 보관,꿀 / 차,-,청 / 생식 / 마멀레이드,✓,✓
440,기버터,실온/냉장,실온 서늘한 곳 / 냉장 0~4℃,실온 3~6개월 / 냉장 1년,수분·유단백 제거되어 저장성 매우 좋음. 밀폐만 유지,인도요리 / 볶음 / 빵,-,볶음 / 조리,✓,✓
441,기장,실온,밀폐 건냉소,밀폐 실온 1년,잡곡류. 밀폐 보관,쌀 / 잡곡 믹스,-,밥 / 죽,✓,✓
442,까망베르,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2주,소프트 치즈. 먹기 30분 전 실온 꺼내기,크래커 / 와인 / 견과류 / 무화과,-,치즈 플레이트,✓,✓
443,깜빠뉴,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 3~5일 / 냉동 2~3개월,프랑스 시골빵. 저장성 좋음,버터 / 치즈 / 수프,-,샌드위치 / 토스트,✓,✓
444,꽃게액젓,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 2년 / 개봉 후 냉장 1~2년,발효식품. 염도 높음. 개봉 후 냉장,김치 / 무침,-,양념,✓,✓
445,난,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 2~3일 / 냉동 1~2개월,인도 빵. 냉동 권장,카레 / 치킨티카 / 훔무스,-,팬에 굽기,✓,✓
446,넛맥,실온,밀폐 건냉소,통 2~3년 / 가루 1년,밀폐 필수,베이킹 / 베샤멜소스 / 감자 수프,-,향신료,✓,✓
447,노두유,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 2~3년 / 개봉 후 냉장 1년,중국식 검은 간장. 개봉 후 냉장,중국요리 / 볶음 / 장조림,-,양념 / 조림,✓,✓
448,농어,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,흰살 생선. 회용은 당일 섭취. 손질 후 소분 냉동,레몬 / 허브 / 마늘,-,구이 / 회 / 찜,✓,✓
449,뇨끼,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 2~3일 / 냉동 2~3개월,감자 반죽 파스타. 건조품도 있음(실온 1년),크림소스 / 토마토소스 / 바질,-,삶기 / 소스,✓,✓
450,누룽지,실온,밀폐 건냉소,1~3개월,건조품. 습기 주의. 밀폐 보관,물 / 조청,-,끓이기 / 간식,✓,✓
451,능이버섯,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,생 2~3일 / 냉동 6개월,고급 자연산. 변질 빠름. 소분 냉동 권장,소고기 / 닭고기,-,국 / 볶음,✓,✓
452,다진닭고기,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,USDA: 다진 닭고기 냉동 3~4개월,양파 / 마늘 / 생강,-,완자 / 볶음 / 미트볼,✓,✓
453,닭 근위,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,닭 모래주머니. 내장류에 준함,대파 / 간장 / 참기름,-,구이 / 볶음,✓,✓
454,닭 목살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 9개월,구이용. USDA: 닭 부위 냉동 9개월,소금 / 마늘 / 대파,-,구이 / 볶음,✓,✓
455,닭 안심,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 9개월,다이어트 식품. USDA: 닭 부위 냉동 9개월,샐러드 / 브로콜리 / 레몬,-,찜 / 구이 / 샐러드,✓,✓
456,닭껍질,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,지방 많아 산패 빠름. 소분 냉동 권장,소금 / 후추 / 마늘,-,구이 / 튀김,✓,✓
457,닭발,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,손질 후 소분 냉동,고추장 / 마늘 / 청양고추 / 콩나물,-,찜 / 구이 / 무침,✓,✓
458,닭볶음탕용 닭,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 9~12개월,토막 낸 닭고기. USDA 기준,감자 / 당근 / 양파 / 고추장,-,찜 / 볶음,✓,✓
459,닭뼈,냉동,-18℃ 이하,6개월,육수용. 소분 냉동. 해동 후 재냉동 금지,대파 / 양파 / 마늘,-,육수,✓,✓
460,대게,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 최대 10개월,갑각류. 찜 조리 후 소분 냉동 가능. 살아있는 것은 구입 당일 조리,버터 / 레몬 / 초간장,-,찜 / 탕 / 국,✓,✓
461,대구,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 최대 6~8개월,기름 적은 흰살 생선. USDA 기준 6~8개월 냉동 가능. 손질 후 소분 냉동,무 / 두부 / 대파 / 고춧가루,-,탕 / 전 / 조림,✓,✓
462,더덕,냉장,0~4℃,2주,흙 묻은 채 신문지로 감싸 보관,고추장 / 참기름 / 꿀,-,구이 / 무침 / 술,✓,✓
463,데리야끼소스,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 6개월,개봉 후 냉장,닭고기 / 연어 / 소고기,-,양념 / 글레이즈,✓,✓
464,데킬라,실온,건냉소,미개봉 무기한 / 개봉 후 1~2년,증류주. 직사광선 피하기,라임 / 소금 / 칵테일,-,음용 / 칵테일,✓,✓
465,도가니,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일 / 냉동 4~6개월,소 무릎 연골. 도가니탕용. 핏물 제거 후 냉동,대파 / 마늘 / 무,-,탕 / 수육,✓,✓
466,도라지,냉장,0~4℃,1~2주,손질 후엔 물에 담가 보관. 자주 물 갈아주기,고추장 / 꿀 / 소금,-,무침 / 차 / 튀김,✓,✓
467,도토리가루,실온/냉장,밀폐 건냉소 / 냉장 0~10℃,실온 6개월 / 냉장 1년,밀폐 필수,도토리묵 / 수제비,-,묵 / 수제비,✓,✓
468,도화새우,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 3~6개월,고급 새우. 회용은 당일. 손질 후 소분 냉동,간장 / 레몬 / 버터,-,회 / 구이,✓,✓
469,돈부리소스,실온/냉장,실온 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 6개월,개봉 후 냉장,밥 / 계란 / 돼지고기,-,덮밥 / 소스,✓,✓
470,돼지 가브리살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,구이용. 진공포장 시 냉장 2주,상추 / 마늘 / 된장,-,구이 / 쌈,✓,✓
471,돼지 간,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,내장류. USDA 기준 냉동 3~4개월. 손질 후 즉시 사용·냉동,부추 / 마늘 / 참기름,-,볶음 / 전,✓,✓
472,돼지 갈비살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,구이용. 진공포장 시 냉장 2주,간장 / 배 / 양파,-,구이 / 찜,✓,✓
473,돼지 곱창,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,내장류. 손질 직후 소비·냉동,부추 / 깻잎 / 고추장 / 들깨가루,-,볶음 / 구이 / 전골,✓,✓
474,돼지 껍데기,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 3~6개월,손질 후 소분 냉동,간장 / 고추장 / 들깨가루,-,볶음 / 무침,✓,✓
475,돼지 대패목살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,얇게 슬라이스된 목살. 소분 냉동,마늘 / 상추 / 된장,-,볶음 / 구이,✓,✓
476,돼지 뒷고기,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,구이용 희소부위. 진공포장 시 냉장 2주,마늘 / 양파 / 대파,-,구이 / 수육,✓,✓
477,돼지 등갈비,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,폭립용. 진공포장 시 냉장 2주,바베큐소스 / 감자 / 양파,-,구이 / 조림 / 찜,✓,✓
478,돼지 막창,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,내장류. 손질 후 즉시 섭취·냉동,소금 / 부추 / 마늘,-,구이 / 볶음,✓,✓
479,돼지 오겹살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,지방 많음. 진공포장·소분 냉동 권장,마늘 / 상추 / 된장 / 새우젓,-,구이 / 수육 / 보쌈,✓,✓
480,딸리아텔레,실온,밀폐 건냉소,건면 실온 1~2년,넓은 건면,볼로네제 소스 / 크림소스 / 버섯,-,삶기 / 파스타,✓,✓
481,떡갈비,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일(생) / 냉동 3개월,다진 고기 제품. USDA 기준 냉동 3~4개월,양파 / 간장 / 배,-,구이 / 조림,✓,✓
482,라드,실온/냉장,실온 건냉소 / 개봉 후 냉장,실온 4개월 / 냉장 1년,돼지기름. 개봉 후 냉장 권장,베이킹 / 볶음 / 중화요리,-,튀김 / 베이킹,✓,✓
483,라르도,냉장,0~4℃,개봉 전 1~2개월 / 개봉 후 2~3주,이탈리아 돼지기름 염장품. 밀봉 보관,빵 / 와인 / 후추,-,샤퀴테리 / 슬라이스,✓,✓
484,라비올리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 2~3일 / 냉동 2~3개월,속 채운 파스타. 생면,토마토소스 / 버터 / 세이지,-,삶기 / 소스,✓,✓
485,라오간마,냉장,0~10℃,개봉 전 유통기한 / 개봉 후 냉장 6개월,중국 고추 소스. 개봉 후 냉장,밥 / 면 / 볶음요리,-,양념 / 볶음,✓,✓
486,라임,실온/냉장,실온 10~15℃ / 냉장 5~10℃,실온 1주 / 냉장 3~4주,밀봉 냉장 시 오래 보관. 시들기 시작하면 즙내어 냉동 권장,고수 / 타코 / 칵테일,-,제스트 / 즙 / 가니시,✓,✓
487,라임잎,냉동,-18℃ 이하,1년,카피르 라임잎. 냉동 보관이 향 유지 최적,톰얌쿵 / 커리 / 태국요리,-,향 내기 / 국물,✓,✓
488,라임즙,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,개봉 후 냉장 4~6개월 / 냉동 1년,시판 제품. 산도 높아 저장성 좋음,과카몰리 / 칵테일 / 샐러드,-,드레싱 / 음료,✓,✓
489,라자냐면,실온,밀폐 건냉소,건면 1~2년,밀폐 필수,미트소스 / 베샤멜 / 모짜렐라,-,라자냐,✓,✓
490,라자냐시트,실온,밀폐 건냉소,건조 1~2년,밀폐 필수,미트소스 / 베샤멜 / 치즈,-,라자냐,✓,✓
491,라즈베리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 2~3일 / 냉동 6~12개월,매우 상하기 쉬움. 구입 후 빠른 섭취. 씻지 않고 보관,초콜릿 / 크림 / 요거트,-,생식 / 디저트 / 잼,✓,✓
492,랍스터,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장(살아있는 것) 24시간 이내 / 냉동 최대 6~10개월,살아있는 것은 구입 당일 조리. 찜/삶은 후 소분 냉동 가능,버터 / 레몬 / 마늘 / 샴페인,-,찜 / 구이 / 비스크,✓,✓
493,랑구스틴,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 3~6개월,유럽식 소형 랍스터. 대부분 수입 냉동 제품. 해동 후 재냉동 금지,버터 / 마늘 / 화이트와인,-,구이 / 파스타 / 스튜,✓,✓
494,래디쉬,냉장,0~4℃,1~2주,잎 제거 후 밀폐용기 냉장,버터 / 소금 / 샐러드,-,생식 / 피클 / 샐러드,✓,✓
495,럼,실온,건냉소,미개봉 무기한 / 개봉 후 1~2년,증류주. 직사광선 피하기,콜라 / 민트 / 라임,-,음용 / 베이킹,✓,✓
496,레드와인,실온(저장고) / 냉장(개봉 후),15~18℃ / 냉장 0~4℃,미개봉 5~10년 / 개봉 후 3~5일,개봉 후 진공마개 또는 코르크 후 냉장,스테이크 / 치즈 / 다크초콜릿,-,음용 / 조리 / 소스,✓,✓
497,레몬그라스,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 2~3주 / 냉동 6개월 / 건조 1년,생것은 냉장·냉동 / 건조품은 실온,코코넛밀크 / 고수 / 레몬잎,-,향 내기 / 수프,✓,✓
498,레몬청,냉장,0~10℃,3~6개월,냉장 필수,탄산수 / 차 / 드레싱,-,음용 / 드레싱,✓,✓
499,레시틴,실온/냉장,밀폐 건냉소 / 냉장,개봉 후 6개월~1년,유화제. 냉장 권장,베이킹 / 초콜릿,-,베이킹 / 보조제,✓,✓
500,렌치소스,냉장,0~4℃,개봉 후 냉장 1~2개월,유제품 베이스. 반드시 냉장,샐러드 / 감자튀김 / 치킨윙,-,드레싱 / 딥,✓,✓
501,렌틸콩,실온,밀폐 건냉소,밀폐 실온 1~2년,불릴 필요 없는 작은 콩. 밀폐 보관,쌀 / 토마토 / 양파,-,수프 / 스튜 / 샐러드,✓,✓
